strain,reference_strain,isotype,previous_names,sequenced,warning_message,release,source_lab,collection_group,c_label,s_label,latitude,longitude,landscape,substrate,substrate_comment,substrate_temp,ambient_temp,substrate_moisture,ambient_humidity,photo,isolated_by,sampled_by,isolation_date,isolation_date_comment,notes,state,country,set_divergent,set_1,set_2,set_3,set_4,set_5,set_6,set_7
WN2002,1,WN2002,NA,1,,20160408,WN,,,,51.975285,5.694834,Rural garden,Compost,compost heap,,,,,NA,J. Riksen,J. Riksen,2007-11-20,NA,NA,Gelderland,Netherlands,,TRUE,,,,,,
WN2003,0,WN2002,NA,0,,20160408,WN,,,,51.975285,5.694834,Rural garden,Compost,compost heap,,,,,NA,J. Riksen,J. Riksen,2007-11-20,NA,NA,Gelderland,Netherlands,,,,,,,,
WN2010,0,WN2001,NA,1,,20160408,WN,,,,51.954422,6.303406,NA,Compost,snail from organic waste bin,,,,,NA,NA,J. Riksen,2008-06-26,NA,NA,Gelderland,Netherlands,,,,,,,,
WN2011,0,WN2001,NA,1,,20160408,WN,,,,51.954422,6.303406,NA,Compost,snail from organic waste bin,,,,,NA,NA,J. Riksen,2008-06-26,NA,NA,Gelderland,Netherlands,,,,,,,,
WN2013,0,WN2001,NA,1,,20160408,WN,,,,51.954422,6.303406,NA,Compost,snail from organic waste bin,,,,,NA,NA,J. Riksen,2008-06-26,NA,NA,Gelderland,Netherlands,,,,,,,,
WN2014,0,WN2001,NA,1,,20160408,WN,,,,51.954422,6.303406,NA,Compost,snail from organic waste bin,,,,,NA,NA,J. Riksen,2008-06-26,NA,NA,Gelderland,Netherlands,,,,,,,,
WN2016,0,WN2001,NA,1,,20160408,WN,,,,51.954422,6.303406,NA,Compost,snail from organic waste bin,,,,,NA,NA,J. Riksen,2008-06-26,NA,NA,Gelderland,Netherlands,,,,,,,,
WN2017,0,WN2001,NA,1,,20160408,WN,,,,51.954422,6.303406,NA,Compost,snail from organic waste bin,,,,,NA,NA,J. Riksen,2008-06-26,NA,NA,Gelderland,Netherlands,,,,,,,,
WN2018,0,WN2001,NA,1,,20160408,WN,,,,51.954422,6.303406,NA,Compost,snail from organic waste bin,,,,,NA,NA,J. Riksen,2008-06-26,NA,NA,Gelderland,Netherlands,,,,,,,,
WN2019,0,WN2001,NA,1,,20160408,WN,,,,51.954422,6.303406,NA,Compost,snail from organic waste bin,,,,,NA,NA,J. Riksen,2008-06-26,NA,NA,Gelderland,Netherlands,,,,,,,,
WN2020,0,WN2001,NA,1,,20160408,WN,,,,51.954422,6.303406,NA,Compost,snail from organic waste bin,,,,,NA,NA,J. Riksen,2008-06-26,NA,NA,Gelderland,Netherlands,,,,,,,,
WN2021,0,WN2001,NA,1,,20160408,WN,,,,51.954422,6.303406,NA,Compost,snail from organic waste bin,,,,,NA,NA,J. Riksen,2008-06-26,NA,NA,Gelderland,Netherlands,,,,,,,,
WN2033,1,WN2033,,1,,20170531,WN,,,,51.975,5.694,Rural garden,Stem,Sunflower stem 1,,,,,NA,J. Riksen,J. Riksen,2014-11-05,NA,NA,Gelderland,Netherlands,,,,,TRUE,,,
WN2035,0,WN2033,,1,,20170531,WN,,,,51.975,5.694,Rural garden,Stem,Sunflower stem 2,,,,,NA,J. Riksen,J. Riksen,2014-11-05,NA,NA,Gelderland,Netherlands,,,,,,,,
WN2039,0,WN2033,,1,,20170531,WN,,,,51.975,5.694,Rural garden,Stem,Sunflower stem 1,,,,,NA,J. Riksen,J. Riksen,2014-11-05,NA,NA,Gelderland,Netherlands,,,,,,,,
WN2050,1,WN2050,,1,,20170531,WN,,,,51.975,5.717,Rural garden,Plant,hogweed-1,,,,,NA,J. Riksen,J. Riksen,2014-11-11,NA,NA,Gelderland,Netherlands,,,,,,TRUE,,
WN2056,0,WN2050,,1,,20170531,WN,,,,51.975,5.717,Rural garden,Plant,hogweed-1,,,,,NA,J. Riksen,J. Riksen,2014-11-11,NA,NA,Gelderland,Netherlands,,,,,,,,
WN2059,0,WN2066,MGS4-1-1,,,20180413,WN,,,,51.975306,5.694904,Rural garden,Compost,Rotten chicory leaf from a compost heap,,,,,WN2059_MGS4_20161011_134202.jpg,M. Sterken,M. Sterken,2016-10-11,NA,NA,Gelderland,Netherlands,,,,,,,,
WN2060,0,WN2066,MGS4-8-1,,,20180413,WN,,,,51.975306,5.694904,Rural garden,Compost,Rotten chicory leaf from a compost heap,,,,,WN2060_MGS4_20161011_134202.jpg,M. Sterken,M. Sterken,2016-10-11,NA,NA,Gelderland,Netherlands,,,,,,,,
WN2062,0,WN2050,MGS6-5-1,,,20180413,WN,,,,51.975196,5.718727,"Forest
",Rotting plant,Rotten petasites hybridus leaf near a ditch,,,,,WN2062_MGS6_20161011_141604.jpg,M. Sterken,M. Sterken,2016-10-11,NA,NA,Gelderland,Netherlands,,,,,,,,
WN2063,1,WN2063,MLG11-1-1,,,20180413,WN,,,,51.974975,5.651316,Urban garden,Rotting fruit,Rotten pear,,,,,WN2063_20161011_Onder de linden.jpg,M. Sterken,M. Gultom,2016-10-11,NA,NA,Gelderland,Netherlands,,,,,,TRUE,,
WN2064,1,WN2064,MHvW3-2-1,,,20180413,WN,,,,51.974703,5.68639,Rural garden,Compost,Rotten walnut from a compost heap,,,,,WN2064_MHvW3_20161011.jpg,M. Sterken,M. van Wijk,2016-10-11,NA,NA,Gelderland,Netherlands,,,,,,TRUE,,
JU1893,,,O545.2.1,,,20180413,JU,,,,48.662134,2.2131,Rural garden,Rotting fruit,"rotting fruit, apple",,,,,NA,M.-A. Félix,M.-A. Félix,2009-11-05,NA,NA,Île-de-France,France,,,,,,,,
JU2461,,,Amazonia 6.3,,,20180413,JU,,,,-12.801653,-69.289488,NA,Rotting fruit,rotting carambola,,,,,NA,L. Frezal,L. Lokmane,2013-01-01,Only month/year (January 2013) is known,"From a rotting carambola collected by Ludmilla Lokmane in Madre de Dios (Peru; -12.801653, -69.289488) in Jan 2013. Isolated by Lise Frézal. Line started from an adult isolated on 9 Jan 2013",Madre de Dios,Peru,,,,,,,,
JU2574,,,Ind3.6.2,,,20180413,JU,,,,8.4,76.975,NA,Rotting stem,"rotting stems, banana stems?",,,,,NA,L. Frézal,M. Murmu,2013-10-04,NA,"Isolated from rotting stems (banana stems?) sampled on 4 Oct 2013 in Kovalam (Kerala, India) by Meena Murmu. Adult plated on 7 Oct 2013. Positive crosses with N2 in both directions",Kerala,India,,,,,,,,
JU2611,,,Vau18.3,,,20180413,JU,,,,43.8658,5.0628,NA,Rotting fruit,"rotting fruit, apple",,,,,NA,M.-A. Félix,M.-A. Félix,2013-11-17,NA,NA,Provence-Alpes-Côte d'Azur,France,,,,,,,,
JU2771,,,CLS-2-3,,,20180413,JU,,,,47.410058,0.991728,Rural garden,Rotting stem,rotting stems,,,,,NA,S. Marsh,S. Marsh,2014-07-01,only year and month (July 2014) are known,NA,Centre-Val de Loire,France,,,,,,,,
WN2065,0,WN2066,Yuqing5-2-1,,,20180413,WN,,,,51.975306,5.694904,Rural garden,Isopod,Isopods sampled in a garden,,,,,WN2065_YH5_20161011.jpg,Y. Huang,Y. Huang,2016-10-11,NA,NA,Gelderland,Netherlands,,,,,,,,
WN2066,1,WN2066,Yuqing5-1-1,,,20180413,WN,,,,51.975306,5.694904,Rural garden,Isopod,Isopods sampled in a garden,,,,,WN2066_YH5_20161011.jpg,Y. Huang,Y. Huang,2016-10-11,NA,NA,Gelderland,Netherlands,,,,,,,,
ECA807,1,ECA807,,,,20180413,ECA,hawaii_2017,C-3201,S-07395,20.039869,-155.441531,Forest,Fruit,"originally listed as ""Fruit/nut/vegetable""",19.4,24,NA,78.2,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3201.jpg,D. Lee,D. Lee,2017-08-17,,,Hawaii,United States,,,,,,,TRUE,
ECA812,1,ECA812,,,,20180413,ECA,hawaii_2017,C-3143,S-07541,20.039917,-155.441542,Forest,Leaf litter,,19.8,22.6,68.5,80.9,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-3143.jpg,E. Andersen,D. Lee,2017-08-17,,,Hawaii,United States,,,,,,,,TRUE
ECA923,1,ECA923,,,,20180413,ECA,,,,21.290067,-157.707918,Urban garden,Rotting fungus,mushroom purchased from grocery store and left outside,,,,,NA,B. Rodriguez,N. Singh,2017-12-01,No day information,,Hawaii,United States,,,,,,,TRUE,
MY2649,,,NA,,,20180413,MY,,,,54.3491,10.11505,Botanical garden zoo,Isopod,myriapod,,,,,NA,C. Petersen,C. Petersen,2013-08-23,NA,NA,Schleswig-Holstein,Germany,,,,,,,,
MY2682,,,NA,,,20180413,MY,,,,54.3491,10.11505,Botanical garden zoo,NA,invertebrate,,,,,NA,R. Hermann,R. Hermann,2013-09-04,NA,NA,Schleswig-Holstein,Germany,,,,,,,,
WN2030,,,,,,20180413,WN,,,,51.975,5.694,Rural garden,Stem,Sunflower stem 1,,,,,NA,J. Riksen,J. Riksen,2014-11-05,NA,NA,Gelderland,Netherlands,,,,,,,,
WN2031,,,,,,20180413,WN,,,,51.975,5.694,Rural garden,Stem,Sunflower stem 1,,,,,NA,J. Riksen,J. Riksen,2014-11-05,NA,NA,Gelderland,Netherlands,,,,,,,,
WN2032,,,,,,20180413,WN,,,,51.975,5.694,Rural garden,Stem,Sunflower stem 1,,,,,NA,J. Riksen,J. Riksen,2014-11-05,NA,NA,Gelderland,Netherlands,,,,,,,,
WN2036,,,,,,20180413,WN,,,,51.975,5.694,Rural garden,Stem,Sunflower stem 1,,,,,NA,J. Riksen,J. Riksen,2014-11-05,NA,NA,Gelderland,Netherlands,,,,,,,,
WN2037,,,,,,20180413,WN,,,,51.975,5.694,Rural garden,Stem,Sunflower stem 1,,,,,NA,J. Riksen,J. Riksen,2014-11-05,NA,NA,Gelderland,Netherlands,,,,,,,,
WN2038,,,,,,20180413,WN,,,,51.975,5.694,Rural garden,Stem,Sunflower stem 1,,,,,NA,J. Riksen,J. Riksen,2014-11-05,NA,NA,Gelderland,Netherlands,,,,,,,,
WN2051,,,,,,20180413,WN,,,,51.975,5.717,Botanical garden zoo,Plant,hogweed-1,,,,,NA,J. Riksen,J. Riksen,2014-11-11,NA,NA,Gelderland,Netherlands,,,,,,,,
WN2052,,,,,,20180413,WN,,,,51.975,5.717,Botanical garden zoo,Plant,hogweed-1,,,,,NA,J. Riksen,J. Riksen,2014-11-11,NA,NA,Gelderland,Netherlands,,,,,,,,
WN2053,,,,,,20180413,WN,,,,51.975,5.717,Botanical garden zoo,Plant,hogweed-1,,,,,NA,J. Riksen,J. Riksen,2014-11-11,NA,NA,Gelderland,Netherlands,,,,,,,,
WN2054,,,,,,20180413,WN,,,,51.975,5.717,Botanical garden zoo,Plant,hogweed-1,,,,,NA,J. Riksen,J. Riksen,2014-11-11,NA,NA,Gelderland,Netherlands,,,,,,,,
WN2055,,,,,,20180413,WN,,,,51.975,5.717,Botanical garden zoo,Plant,hogweed-1,,,,,NA,J. Riksen,J. Riksen,2014-11-11,NA,NA,Gelderland,Netherlands,,,,,,,,
WN2057,,,,,,20180413,WN,,,,51.975,5.717,Botanical garden zoo,Plant,hogweed-1,,,,,NA,J. Riksen,J. Riksen,2014-11-11,NA,NA,Gelderland,Netherlands,,,,,,,,
WN2058,,,,,,20180413,WN,,,,51.975,5.717,Botanical garden zoo,Plant,hogweed-1,,,,,NA,J. Riksen,J. Riksen,2014-11-11,NA,NA,Gelderland,Netherlands,,,,,,,,
ECA928,1,ECA928,,,,20180413,ECA,,,,21.290067,-157.707918,Urban garden,Rotting fungus,mushroom purchased from grocery store and left outside,,,,,NA,B. Rodriguez,N. Singh,2017-12-01,No day information,,Hawaii,United States,,,,,,,TRUE,
WN2061,,,MGS6-1-1,,,20180413,WN,,,,51.975196,5.718727,"Forest
",Plant,Rotten petasites hybridus leaf near a ditch,,,,,WN2061_MGS6_20161011_141604.jpg,M. Sterken,M. Sterken,2016-10-11,NA,NA,Gelderland,Netherlands,,,,,,,,
XZ1672,1,XZ1672,,,,20180413,XZ,,,,47.687741,-122.300513,Urban garden,Rotting fruit,tomatoes,,,,,NA,M. Ailion,B. Coleman,2015-08-01,Only month and year available,"from rotten tomatoes from Picardo Farm P-patch community garden on 82nd and Ravenna Ave NE, Seattle",Washington,United States,,,,,,,,TRUE
XZ1734,1,XZ1734,,,,20180413,XZ,,,,-23.5,-46.7,Urban garden,Rotting fruit,Japanese cherry,,,,,NA,M. Ailion,M. Ailion,2015-11-15,NA,other cherries from the same tree had C. briggsae,São Paulo,Brazil,,,,,,,TRUE,
XZ1735,1,XZ1735,,,,20180413,XZ,,,,-22.9,-46.7,Urban garden,Rotting fruit,unidentified fruit,,,,,NA,M. Ailion,M. Ailion,2015-11-07,NA,Another fruit from the same tree had C. briggsae,State of São Paulo,Brazil,,,,,,,TRUE,
XZ1756,1,XZ1756,,,,20180413,XZ,,,,47.623232,-122.307318,Urban garden,Rotting fruit,tomatoes,,,,,NA,M. Ailion,P. Lamelza,2015-10-24,NA,"Collected on the corner of 19th and Republican in Seattle, WA ",Washington,United States,,,,,,,TRUE,
XZ2018,1,XZ2018,,,,20180413,XZ,,,,,,Urban garden,NA,NA,,,,,NA,M. Ailion,M. Ailion,2016-10-01,"only ""fall 2016"" provided",NA,,,,,,,,,,TRUE
XZ2019,1,XZ2019,,,,20180413,XZ,,,,47.636483,-122.305887,Urban garden,Rotting fruit,tomatoes,,,,,NA,M. Ailion,M. Ailion,2016-10-25,NA,tomato had thousands of worms of all growing stages.,Washington,United States,,,,,,,TRUE,
XZ2020,1,XZ2020,,,,20180413,XZ,,,,46.3,-120,Urban garden,Rotting fruit,partially rotten apple,,,,,NA,M. Ailion,A. Nassar,2016-10-01,Only month and year available,NA,Washington,United States,,,,,,,TRUE,
JU3318,,,,,,,JU,,,,23.10675,102.74492,Agricultural land,Rotting flower,rotting water hyacinths,,,,,NA,M.-A. Félix,M.-A. Félix,2018-03-05,,NA,Yunnan,China,,,,,,,,
JU3319,,,,,,,JU,,,,31.2306,121.4718,Urban garden,Leaf litter,fruits and soil below Cinnamomum tree,,,,,,M.-A. Félix,M.-A. Félix,3/13/2018,,,Shanghai,China,,,,,,,,
JU3321,,,,,,,JU,,,,31.15,121.44305,Botanical garden zoo,Rotting flower,Aeschynanthus radicans flowers,,,,,,M.-A. Félix,M.-A. Félix,3/18/2018,,,Shanghai,China,,,,,,,,
JU3323,,,,,,,JU,,,,31.1448,121.4361,Botanical garden zoo,Leaf litter,leaves (forming a crust),,,,,,M.-A. Félix,M.-A. Félix,3/18/2018,,,Shanghai,China,,,,,,,,
JU3326,,,,,,,JU,,,,31.23025,121.3955,Urban garden,Fruit,Magnolia grandiflora fruits,,,,,,M.-A. Félix,M.-A. Félix,3/24/2018,,,Shanghai,China,,,,,,,,
JU3327,,,,,,,JU,,,,31.23025,121.3955,Rural garden,,,,,,,,M.-A. Félix,M.-A. Félix,3/24/2018,,,Shanghai,China,,,,,,,,
JU1511,,,,,,,JU,,,,48.7015,2.1725,Rural garden,Rotting fruit,apple,,,,,,M.-A. Félix,M.-A. Félix,2008-09-09,,,Île-de-France,France,,,,,,,,
JU1516,,,,,,,JU,,,,48.7015,2.1725,Rural garden,Rotting fruit,apple,,,,,,M.-A. Félix,M.-A. Félix,2008-09-09,,,Île-de-France,France,,,,,,,,
JU1926,,,,,,,JU,,,,49.1269,1.9595,Rural garden,Rotting stem,heracleum,,,,,,M.-A. Félix,M.-A. Félix,2009-10-25,,,Île-de-France,France,,,,,,,,
JU1931,,,,,,,JU,,,,49.1269,1.9595,Rural garden,Rotting stem,heracleum,,,,,,M.-A. Félix,M.-A. Félix,2009-10-25,,,Île-de-France,France,,,,,,,,
JU1941,,,,,,,JU,,,,48.7015,2.1725,Rural garden,Rotting fruit,apple,,,,,,M.-A. Félix,M.-A. Félix,2009-10-09,,,Île-de-France,France,,,,,,,,
JU1516,,,,,,,JU,,,,48.7015,2.1725,Agricultural land,Rotting fruit,apple,,,,,NA,M.-A. Félix,M.-A. Félix,2008-09-09,NA,NA,Île-de-France,France,,,,,,,,
JU1926,,,,,,,JU,,,,49.1269,1.9595,Rural garden,Rotting stem,heracleum stem,,,,,NA,M.-A. Félix,M.-A. Félix,2009-10-25,NA,NA,Île-de-France,France,,,,,,,,
JU1931,,,,,,,JU,,,,49.1269,1.9595,Rural garden,Rotting stem,heracleum stem,,,,,NA,M.-A. Félix,M.-A. Félix,2009-10-26,NA,NA,Île-de-France,France,,,,,,,,
JU1941,,,,,,,JU,,,,48.7015,2.1725,Agricultural land,Rotting fruit,apple,,,,,NA,M.-A. Félix,M.-A. Félix,2009-10-09,NA,NA,Île-de-France,France,,,,,,,,
JU3318,,,,,,,JU,,,,23.10675,102.74492,Rural garden,Rotting flower,water hyacinths,,,,,NA,M.-A. Félix,M.-A. Félix,2018-03-05,NA,NA,Yunnan,China,,,,,,,,
ECA1069,,,,,,,ECA,,,,-34.89411879,-56.15794301,Rural garden,Rotting fruit,small rotting fruits,17,,,,"Plate5back.jpg, Plate5front.jpg",B. Rodriguez,U. Koziol and C. Martinez,2018-05-20,NA,NA,Montevideo Department,Uruguay,,,,,,,,
ECA1070,,,,,,,ECA,,,,-34.8934668,-56.15637202,Rural garden,Rotting fruit,Butiá fruits,17,,,,"Plate6back.jpg, Plate6front.jpg",B. Rodriguez,U. Koziol and C. Martinez,2018-05-20,NA,NA,Montevideo Department,Uruguay,,,,,,,,
ECA1071,,,,,,,ECA,,,,-34.8934668,-56.15637202,Rural garden,Rotting fruit,Butiá fruits,17,,,,"Plate7back.jpg, Plate7front.jpg",B. Rodriguez,U. Koziol and C. Martinez,2018-05-20,NA,NA,Montevideo Department,Uruguay,,,,,,,,
ECA1072,,,,,,,ECA,,,,-34.8434,-56.1199,Rural garden,Rotting fruit,oranges,12,,,,"Plate8back.jpg, Plate8front.jpg",B. Rodriguez,U. Koziol and C. Martinez,2018-05-19,NA,NA,Montevideo Department,Uruguay,,,,,,,,
ECA1073,,,,,,,ECA,,,,-34.8434,-56.1199,Rural garden,Rotting fruit,oranges,12,,,,"Plate9back.jpg, Plate9front.jpg",B. Rodriguez,U. Koziol and C. Martinez,2018-05-19,NA,NA,Montevideo Department,Uruguay,,,,,,,,
ECA1074,,,,,,,ECA,,,,-34.89623486,-56.15625241,Rural garden,Rotting fruit,banana,14,,,,"Plate11back.jpg, Plate11front.jpg",B. Rodriguez,U. Koziol and C. Martinez,2018-05-22,NA,NA,Montevideo Department,Uruguay,,,,,,,,
JU3398,,,,,,,JU,,,,49.12011,1.95129,Forest,Rotting stem,Symphytum officinale stem,,,,,,M.-A. Félix,M.-A. Félix,2013-11-20,NA,NA,Île-de-France,France,,,,,,,,
JU3399,,,,,,,JU,,,,49.1205,1.9512,Forest,Rotting stem,rotting stem,,,,,,M.-A. Félix,M.-A. Félix,2013-11-20,NA,NA,Île-de-France,France,,,,,,,,
JU3400,,,,,,,JU,,,,49.1212,1.9508,Forest,Rotting stem,rotting Heracleum sphondylium stem ,,,,,,M.-A. Félix,M.-A. Félix,2013-11-20,NA,NA,Île-de-France,France,,,,,,,,
JU3401,,,,,,,JU,,,,49.12161,1.95105,Forest,Rotting stem,rotting Tussilago stem,,,,,,M.-A. Félix,M.-A. Félix,2014-09-30,NA,NA,Île-de-France,France,,,,,,,,
JU3402,,,,,,,JU,,,,49.12165,1.95101,Forest,Rotting stem,rotting stem (Asteraceae) ,,,,,,M.-A. Félix,M.-A. Félix,2014-09-30,NA,NA,Île-de-France,France,,,,,,,,
JU3403,,,,,,,JU,,,,49.12167,1.95101,Forest,Rotting stem,rotting Symphytum stem,,,,,,M.-A. Félix,M.-A. Félix,2014-09-30,NA,NA,Île-de-France,France,,,,,,,,
WN2067,,,,,,,WN,,,,51.975196,5.718727,Urban garden,Rotting stem,rotting butterbur stem,,,,,DVS6_Beekdal,Mark_Sterken,Demi_Vogels,2017-11-01,,,Gelderland,Netherlands,,,,,,,,
WN2068,,,,,,,WN,,,,51.975306,5.694904,Urban garden,Rotting plant,rotting pumpkin leaf,,,,,DVS3_Garden_Joost,Mark_Sterken,Demi_Vogels,2017-11-01,,,Gelderland,Netherlands,,,,,,,,
WN2069,,,,,,,WN,,,,51.975196,5.718727,Urban garden,Rotting plant,Rotting butterbur leaf,,,,,MGS8_Beekdal,Mark_Sterken,Mark_Sterken,2017-11-01,,,Gelderland,Netherlands,,,,,,,,
WN2070,,,,,,,WN,,,,51.975306,5.694904,Urban garden,Isopod,"Isopods, under tile",,,,,MGS5_Garden_Joost,Mark_Sterken,Mark_Sterken,2017-11-01,,,Gelderland,Netherlands,,,,,,,,
WN2071,,,,,,,WN,,,,51.975306,5.694904,Urban garden,Rotting plant,Rotting pumpkin leaves,,,,,NV5_Joost,Mark_Sterken,Niels_Vissers,2017-11-01,,,Gelderland,Netherlands,,,,,,,,
WN2073,,,,,,,WN,,,,51.975306,5.694904,Urban garden,Rotting stem,rotting hogweed stem,,,,,JR-6 berenklauw tuin Joost,Joost_Riksen,Joost_Riksen,2017-11-01,,,Gelderland,Netherlands,,,,,,,,
JU1511,,,MAF,,,,JU,,,,48.7015,2.1725,Agricultural land,Rotting fruit,rotting apple,,,,,NA,M.-A. Félix,M.-A. Félix,2008-09-09,,,Île-de-France,France,,,,,,,,
JU1516,,,,,,,JU,,,,48.7015,2.1725,Agricultural land,Rotting fruit,rotting apple,,,,,NA,M.-A. Félix,M.-A. Félix,2008-09-09,,,Île-de-France,France,,,,,,,,
JU1926,,,,,,,JU,,,,49.1269,1.9595,Rural garden,Rotting stem,rotting Heracleum sphondylium stem ,,,,,NA,M.-A. Félix,M.-A. Félix,2009-10-25,,,Île-de-France,France,,,,,,,,
JU1931,,,,,,,JU,,,,49.1269,1.9595,Rural garden,Rotting stem,rotting Heracleum sphondylium stem ,,,,,NA,M.-A. Félix,M.-A. Félix,2009-10-25,,,Île-de-France,France,,,,,,,,
JU1941,,,,,,,JU,,,,48.7015,2.1725,Agricultural land,Rotting fruit,rotting apple,,,,,NA,M.-A. Félix,M.-A. Félix,2009-10-09,,,Île-de-France,France,,,,,,,,
JU3398,,,,,,,JU,,,,49.12011,1.95129,Forest,Rotting stem,rotting Symphytum officinale stem,,,,,NA,M.-A. Félix,M.-A. Félix,2013-11-20,,,Île-de-France,France,,,,,,,,
JU3399,,,,,,,JU,,,,49.1205,1.9512,Forest,Rotting stem,rotting stem,,,,,NA,M.-A. Félix,M.-A. Félix,2013-11-20,,,Île-de-France,France,,,,,,,,
JU3400,,,,,,,JU,,,,49.1212,1.9508,Forest,Rotting stem,rotting Heracleum sphondylium stem ,,,,,NA,M.-A. Félix,M.-A. Félix,2013-11-20,,,Île-de-France,France,,,,,,,,
JU3401,,,,,,,JU,,,,49.12161,1.95105,Forest,Rotting stem,rotting Tussilago stem,,,,,NA,M.-A. Félix,M.-A. Félix,2014-09-30,,,Île-de-France,France,,,,,,,,
JU3402,,,,,,,JU,,,,49.12165,1.95101,Forest,Rotting stem,rotting stem (Asteraceae) ,,,,,NA,M.-A. Félix,M.-A. Félix,2014-09-30,,,Île-de-France,France,,,,,,,,
JU3403,,,,,,,JU,,,,49.12167,1.95101,Forest,Rotting stem,rotting Symphytum stem,,,,,NA,M.-A. Félix,M.-A. Félix,2014-09-30,,,Île-de-France,France,,,,,,,,
WN2074,,,,,,,WN,,,,51.975306,5.694904,Rural garden,Rotting plant,rotten grass-like material on compost heap,,,,,,L. van Sluijs,L. van Sluijs,2018-10-11,,Joost's Garden,,,,,,,,,,
WN2075,,,,,,,WN,,,,51.975306,5.694904,Rural garden,Rotting fruit,pumpkin from compost heap,,,,,,M. Wortel,M. Sterken,2018-10-11,,Joost's Garden,,,,,,,,,,
WN2076,,,,,,,WN,,,,51.975306,5.694904,Rural garden,Rotting Wood,Rotting stick,,,,,,S. Vromans,S. Vromans,2018-10-11,,Joost's Garden,,,,,,,,,,
JU3398,,,,,,,JU,,,,49.12011,1899-12-31,Forest,Rotting stem,rotting Symphytum officinale stem,,,,,NA,M.-A. Félix,M.-A. Félix,2013-11-20,,,,,,,,,,,,
JU3399,,,,,,,JU,,,,49.1205,1899-12-31,Forest,Rotting stem,rotting stem,,,,,NA,M.-A. Félix,S. Marsh and M.-A. Félix,2013-11-20,,,,,,,,,,,,
JU3400,,,,,,,JU,,,,49.1212,1899-12-31,Forest,Rotting stem,rotting Heracleum sphondylium stem ,,,,,NA,M.-A. Félix,S. Marsh and M.-A. Félix,2013-11-20,,,,,,,,,,,,
JU3401,,,,,,,JU,,,,49.12161,1899-12-31,Forest,Rotting stem,rotting Tussilago stem,,,,,NA,M.-A. Félix,"R. Luallen, P. Phillips and M.-A. Félix",2014-09-30,,,,,,,,,,,,
JU3402,,,,,,,JU,,,,49.12165,1899-12-31,Forest,Rotting stem,rotting stem (Asteraceae) ,,,,,NA,M.-A. Félix,"R. Luallen, P. Phillips and M.-A. Félix",2014-09-30,,,,,,,,,,,,
